"Sample IDs","Animal IDs","Months","Dilutions","Assay","Reaction","Threshold","reps","mean_MPR","mean_MS","mean_TtT","mean_RAF","thres_pos"
"S-1162","B-146",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.63493711010241,0.109672573365312,72,0.0138888888888889,FALSE
"S-1163","Y-23",0,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.13973762681792,0.108576797317531,72,0.0138888888888889,FALSE
"S-1163","Y-23",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.63939819142321,0.0920452874938842,72,0.0138888888888889,FALSE
"S-1164","Orange 37",0,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.16185107384223,0.104642098319499,72,0.0138888888888889,FALSE
"S-1164","Orange 37",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.59715828293362,0.100386930866731,72,0.0138888888888889,FALSE
"S-1165","1942",0,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,3.24668442268518,0.825044060142438,57.8222053964758,0.026768482834795,FALSE
"S-1165","1942",0,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,3.28772359289636,0.78926384461007,66.3196695760599,0.0154898546782553,FALSE
"S-1166","1945",0,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.25721710474828,0.162328489112937,72,0.0138888888888889,FALSE
"S-1166","1945",0,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.50202618237323,0.0545428544357493,72,0.0138888888888889,FALSE
"S-1169","Y-16",0,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.44648239091757,0.30738420585248,68.8638888888889,0.0146214881953529,FALSE
"S-1169","Y-16",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.59952112800058,0.0907501717006166,72,0.0138888888888889,FALSE
"S-1170","B-120",0,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,3.0228976642907,0.626411957952636,60.6888546137339,0.0197605683672167,FALSE
"S-1170","B-120",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.57114153049217,0.107032192075797,72,0.0138888888888889,FALSE
"S-1172","B-109",0,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,3.62438963983243,1.07054861491874,68.9312066672041,0.0145495973067417,FALSE
"S-1172","B-109",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.58736251945514,0.119933583178662,72,0.0138888888888889,FALSE
"S-1175","B-112",0,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.1517238153151,0.110705218399546,72,0.0138888888888889,FALSE
"S-1175","B-112",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.55722160181929,0.0889686366136226,72,0.0138888888888889,FALSE
"S-1179","B-155",0,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,3.11057028597065,0.682289488433608,71.2983094262295,0.0140297365025681,FALSE
"S-1179","B-155",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.57387841889586,0.101783503977696,72,0.0138888888888889,FALSE
"S-1180","1943",0,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.13624130501053,0.10839620746037,72,0.0138888888888889,FALSE
"S-1180","1943",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.58220060306091,0.0951308856206175,72,0.0138888888888889,FALSE
"S-1183","1901",0,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.16418499972883,0.110725755867122,72,0.0138888888888889,FALSE
"S-1183","1901",0,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.5753481785564,0.0834064455276814,72,0.0138888888888889,FALSE
"S-1185","1904",0,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.19737526294669,0.174981517698741,72,0.0138888888888889,FALSE
"S-1185","1904",0,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.50669181944253,0.0655956331877866,72,0.0138888888888889,FALSE
"S-1187","1942",3,-3,"Nano-QuIC","20250903_r2_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.21251839078823,0.262325834078973,72,0.0138888888888889,FALSE
"S-1187","1942",3,-3,"RT-QuIC","20250903_r1_GR_USDA-oral-swabs_RT-QuIC",2,4,1.89806642001556,0.223983279506182,68.51953125,0.0147212133440947,FALSE
"S-1188","B-146",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.96595541632774,0.0905696124170037,72,0.0138888888888889,FALSE
"S-1188","B-146",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.6813000635565,0.147678905021273,72,0.0138888888888889,FALSE
"S-1189","1945",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.96015507024527,0.0882579659573596,72,0.0138888888888889,FALSE
"S-1189","1945",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.96014016674447,0.280954338518374,67.9775943396226,0.0148881084957395,FALSE
"S-1190","B-112",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.95957908784762,0.0930982377723042,72,0.0138888888888889,FALSE
"S-1190","B-112",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.66379442341343,0.148933396250311,72,0.0138888888888889,FALSE
"S-1191","B-121",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.94297490564958,0.0861067914111243,72,0.0138888888888889,FALSE
"S-1191","B-121",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.66954441458304,0.0926098395359496,72,0.0138888888888889,FALSE
"S-1192","B-166",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.9375800463809,0.0747035943986932,72,0.0138888888888889,FALSE
"S-1192","B-166",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.68279866852163,0.157622838523837,72,0.0138888888888889,FALSE
"S-1193","1901",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.95217243395679,0.0794149172171238,72,0.0138888888888889,FALSE
"S-1193","1901",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.68660203116245,0.137290610158329,72,0.0138888888888889,FALSE
"S-1194","1941",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.96392974556498,0.0806615677211015,72,0.0138888888888889,FALSE
"S-1194","1941",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.68817213388275,0.102483293874057,72,0.0138888888888889,FALSE
"S-1195","1944",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.94914616920523,0.0803342770247805,72,0.0138888888888889,FALSE
"S-1195","1944",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.65446756763005,0.125250704848708,72,0.0138888888888889,FALSE
"S-1196","Y-16",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.96185831918038,0.0861608512000834,72,0.0138888888888889,FALSE
"S-1196","Y-16",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.68125890020515,0.114664456306378,72,0.0138888888888889,FALSE
"S-1197","Y-18",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,3.68920012738816,0.628157206986771,64.8306587837838,0.0161873221039498,FALSE
"S-1197","Y-18",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.82336747904186,0.194280522589798,71.421875,0.014004110612855,FALSE
"S-1198","1905",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.96390389001823,0.0879542258915518,72,0.0138888888888889,FALSE
"S-1198","1905",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.69655225249546,0.107260538462364,72,0.0138888888888889,FALSE
"S-1199","B-167",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.84064965366941,0.0891297368912241,72,0.0138888888888889,FALSE
"S-1199","B-167",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,2.07586793910885,0.415670239432297,63.3454415954416,0.0171044191245586,FALSE
"S-1200","1904",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.84834055376478,0.080319522192509,72,0.0138888888888889,FALSE
"S-1200","1904",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.57499964557969,0.129685041588258,72,0.0138888888888889,FALSE
"S-1201","1943",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.84600717640703,0.0889456135142087,72,0.0138888888888889,FALSE
"S-1201","1943",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.56601295350544,0.0783097572554168,72,0.0138888888888889,FALSE
"S-1202","O-39",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.7366961489095,0.533678589863992,59.7770874767749,0.0177521434157056,FALSE
"S-1202","O-39",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.55178644966865,0.112416074966242,72,0.0138888888888889,FALSE
"S-1203","Y-15",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.85006910807917,0.0831587877876103,72,0.0138888888888889,FALSE
"S-1203","Y-15",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.57021749757113,0.103946454850958,72,0.0138888888888889,FALSE
"S-1204","B-204",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.98571249334872,0.651858725919774,68.3480541237113,0.0147726580409056,FALSE
"S-1204","B-204",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.54828569530765,0.0934565675691868,72,0.0138888888888889,FALSE
"S-1205","B-206",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.88505079903663,0.0753582812602474,72,0.0138888888888889,FALSE
"S-1205","B-206",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.55507073895386,0.0752867726935929,72,0.0138888888888889,FALSE
"S-1206","B-199",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.90475728066647,0.0844850760147849,72,0.0138888888888889,FALSE
"S-1206","B-199",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.54576967354266,0.082089376322109,72,0.0138888888888889,FALSE
"S-1207","Y-23",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.91887146370095,0.0873758250290768,72,0.0138888888888889,FALSE
"S-1207","Y-23",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.56372556151492,0.0793062395998471,72,0.0138888888888889,FALSE
"S-1208","B-158",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.9002751597776,0.0871901684943318,72,0.0138888888888889,FALSE
"S-1208","B-158",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.5804251595687,0.0834921166886313,72,0.0138888888888889,FALSE
"S-1209","B-161",3,-3,"Nano-QuIC","20250903_r4_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.90408255673956,0.0869407460143165,72,0.0138888888888889,FALSE
"S-1209","B-161",3,-3,"RT-QuIC","20250903_r3_GR_USDA-oral-swabs_RT-QuIC",2,4,1.57725134624488,0.0995621541651537,72,0.0138888888888889,FALSE
"S-1256","1905",12,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.54105718495863,0.277573047260867,67.5622222222222,0.0150250559833961,FALSE
"S-1256","1905",12,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.53118893863664,0.0605657305944204,72,0.0138888888888889,FALSE
"S-1303","1945",18,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.13402867424417,0.112157224266237,72,0.0138888888888889,FALSE
"S-1303","1945",18,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.67774959514289,0.206813156355839,71.9327830188679,0.0139019037285461,FALSE
"S-1306","B-166",18,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.11384572085631,0.126886734333486,72,0.0138888888888889,FALSE
"S-1306","B-166",18,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,2.5541527327356,0.70532939583511,59.5088367609254,0.0217620745472045,FALSE
"S-1314","O-39",18,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.12308527513958,0.090622167598084,72,0.0138888888888889,FALSE
"S-1314","O-39",18,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.52773441490156,0.0696250229489854,72,0.0138888888888889,FALSE
"S-1329","O-39",0,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.33575488680357,0.261554998024313,72,0.0138888888888889,FALSE
"S-1329","O-39",0,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.49550335390865,0.0770504383278116,72,0.0138888888888889,FALSE
"S-1332","B-167",0,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.32552951153402,0.254718799235401,72,0.0138888888888889,FALSE
"S-1332","B-167",0,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.48489270915741,0.128009745656804,72,0.0138888888888889,FALSE
"S-1333","B-204",0,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.25567121042951,0.205136226911356,72,0.0138888888888889,FALSE
"S-1333","B-204",0,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.47433153134615,0.155601331403173,72,0.0138888888888889,FALSE
"S-1335","B-121",0,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.18577362977846,0.159329804380325,72,0.0138888888888889,FALSE
"S-1335","B-121",0,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,2.52939371141648,0.554577253065663,68.4158653846154,0.0147521677505419,FALSE
"S-1376","B-167",21,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.1659754201543,0.180537280615327,72,0.0138888888888889,FALSE
"S-1376","B-167",21,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,2.1105369025716,0.362097705724048,67.2273284313725,0.0151417326786183,FALSE
"S-1459","1942",33,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.29812173275092,0.209484739540803,71.9230709876543,0.0139037922849857,FALSE
"S-1459","1942",33,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.47378098353217,0.0974149666294833,72,0.0138888888888889,FALSE
"S-1467","1904",33,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.0902170445955,0.109033185056263,72,0.0138888888888889,FALSE
"S-1467","1904",33,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,4.78635296046583,1.71872180046603,38.5944914916954,0.0434289466599565,TRUE
"S-1469","Y-15",33,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,3.40645899238395,0.868599024440125,54.9694377254312,0.0271178894675061,FALSE
"S-1469","Y-15",33,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,6.00558657882429,2.84136741794649,35.5617302115186,0.0630937443337934,TRUE
"S-1470","B-204",33,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.05764292386811,0.093966242028648,72,0.0138888888888889,FALSE
"S-1470","B-204",33,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,3.0588469945904,1.30932221296725,56.7057155366112,0.024220517154825,FALSE
"S-1471","B-206",33,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,1.99893250946569,0.0917423007680432,72,0.0138888888888889,FALSE
"S-1471","B-206",33,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,1.46488069806131,0.090167150702604,72,0.0138888888888889,FALSE
"S-1483","B-121",36,-3,"Nano-QuIC","20250819_r9_GR_USDA-oral-swabs_Nano-QuIC",2.7,4,2.07804670053567,0.137156102016055,72,0.0138888888888889,FALSE
"S-1483","B-121",36,-3,"RT-QuIC","20250819_r8_GR_USDA-oral-swabs_RT-QuIC",2,4,2.48735199177424,0.649777906588456,58.4107658959538,0.0245865413492779,FALSE
