"Sample IDs","Dilutions","MPR","MS","TtT","RAF","Animal IDs","Months","Assay","crossed"
"S-1069",-1,1.15441176470588,0.8104568,72,0.0138888888888889,"Y-23",51,"RT-QuIC",FALSE
"S-1070",-1,1.23387096774194,0.863798666666666,72,0.0138888888888889,"B-158",51,"RT-QuIC",FALSE
"S-1071",-1,11.7744807121662,6.72205733333333,14.716814159292,0.0679494888755262,"B-161",51,"RT-QuIC",TRUE
"S-1072",-1,1.41456582633053,0.859010133333333,72,0.0138888888888889,"B-119",51,"RT-QuIC",FALSE
"N",-3,1.32446808510638,0.8226956,72,0.0138888888888889,NA,NA,"RT-QuIC",FALSE
"S-1073",-1,1.24,0.928,72,0.0138888888888889,"B-120",51,"RT-QuIC",FALSE
"S-1074",-1,1.13456464379947,0.886544,72,0.0138888888888889,"O-37",51,"RT-QuIC",FALSE
"S-1075",-1,1.13720316622691,0.830254666666667,72,0.0138888888888889,"1946",51,"RT-QuIC",FALSE
"S-1076",-1,1.22480620155039,0.857881333333333,72,0.0138888888888889,"B-109",51,"RT-QuIC",FALSE
"S-1077",-1,1.17021276595745,0.851064,72,0.0138888888888889,"B-155",51,"RT-QuIC",FALSE
"S-1078",-1,1.24523160762943,0.802906666666667,72,0.0138888888888889,"Y-15",63,"RT-QuIC",FALSE
"S-1079",-1,1.17355371900826,0.841138666666667,72,0.0138888888888889,"B-204",63,"RT-QuIC",FALSE
"S-1080",-1,1.1769436997319,0.7649692,72,0.0138888888888889,"B-206",63,"RT-QuIC",FALSE
"S-1081",-1,1.24242424242424,0.800734666666667,72,0.0138888888888889,"1942",6,"RT-QuIC",FALSE
"S-1082",-1,6.54847645429363,3.933518,55.7755220417633,0.0179290119284088,"B-146",6,"RT-QuIC",TRUE
"S-1083",-1,1.21407624633431,0.793743466666667,72,0.0138888888888889,"1945",6,"RT-QuIC",FALSE
"N",-3,1.18226600985222,0.873562933333333,72,0.0138888888888889,NA,NA,"RT-QuIC",FALSE
"S-1073",-1,1.19642857142857,0.942177333333333,72,0.0138888888888889,"B-120",51,"RT-QuIC",FALSE
"S-1074",-1,1.19607843137255,0.826797333333333,72,0.0138888888888889,"O-37",51,"RT-QuIC",FALSE
"S-1075",-1,1.17632241813602,0.906801333333333,72,0.0138888888888889,"1946",51,"RT-QuIC",FALSE
"S-1076",-1,1.14925373134328,0.898838666666667,72,0.0138888888888889,"B-109",51,"RT-QuIC",FALSE
"S-1077",-1,1.25063938618926,0.872974666666667,72,0.0138888888888889,"B-155",51,"RT-QuIC",FALSE
"S-1078",-1,1.24538258575198,0.826737333333333,72,0.0138888888888889,"Y-15",63,"RT-QuIC",FALSE
"S-1079",-1,1.17391304347826,0.777494133333333,72,0.0138888888888889,"B-204",63,"RT-QuIC",FALSE
"S-1080",-1,1.66834170854271,0.907872666666667,72,0.0138888888888889,"B-206",63,"RT-QuIC",FALSE
"S-1081",-1,1.14786967418546,0.771929466666667,72,0.0138888888888889,"1942",6,"RT-QuIC",FALSE
"S-1082",-1,1.17539267015707,0.7958112,72,0.0138888888888889,"B-146",6,"RT-QuIC",FALSE
"S-1083",-1,3.06593406593407,1.94871786666667,66.3367507886435,0.0150746002496582,"1945",6,"RT-QuIC",TRUE
"N",-3,1.19221411192214,0.856447066666667,72,0.0138888888888889,NA,NA,"RT-QuIC",FALSE
"S-1073",-1,1.16707021791768,0.8716704,72,0.0138888888888889,"B-120",51,"RT-QuIC",FALSE
"S-1074",-1,1.16829268292683,0.813008,72,0.0138888888888889,"O-37",51,"RT-QuIC",FALSE
"S-1075",-1,1.25139664804469,0.804469333333333,72,0.0138888888888889,"1946",51,"RT-QuIC",FALSE
"S-1076",-1,2.37264150943396,1.24528293333333,67.5958904109589,0.0147937987638059,"B-109",51,"RT-QuIC",TRUE
"S-1077",-1,1.16582914572864,0.860972,72,0.0138888888888889,"B-155",51,"RT-QuIC",FALSE
"S-1078",-1,1.23177083333333,0.798610666666667,72,0.0138888888888889,"Y-15",63,"RT-QuIC",FALSE
"S-1079",-1,3.70095693779904,2.32216906666667,46.8132470119522,0.0213614748779268,"B-204",63,"RT-QuIC",TRUE
"S-1080",-1,1.15158924205379,0.730235866666667,72,0.0138888888888889,"B-206",63,"RT-QuIC",FALSE
"S-1081",-1,1.13592233009709,0.741099733333333,72,0.0138888888888889,"1942",6,"RT-QuIC",FALSE
"S-1082",-1,1.22281167108753,0.785145333333333,72,0.0138888888888889,"B-146",6,"RT-QuIC",FALSE
"S-1083",-1,1.28735632183908,0.862069333333333,72,0.0138888888888889,"1945",6,"RT-QuIC",FALSE
"N",-3,1.24303797468354,0.894514933333333,72,0.0138888888888889,NA,NA,"RT-QuIC",FALSE
"S-1073",-1,1.22631578947368,0.964912,72,0.0138888888888889,"B-120",51,"RT-QuIC",FALSE
"S-1074",-1,1.21875,0.843749333333333,72,0.0138888888888889,"O-37",51,"RT-QuIC",FALSE
"S-1075",-1,1.1968085106383,0.822694666666667,72,0.0138888888888889,"1946",51,"RT-QuIC",FALSE
"S-1076",-1,1.20408163265306,0.806122666666667,72,0.0138888888888889,"B-109",51,"RT-QuIC",FALSE
"S-1077",-1,1.20725388601036,0.784110666666667,72,0.0138888888888889,"B-155",51,"RT-QuIC",FALSE
"S-1078",-1,5.14864864864865,1.41981973333333,61.2696850393701,0.0163212851405622,"Y-15",63,"RT-QuIC",TRUE
"S-1079",-1,1.24331550802139,0.805704,72,0.0138888888888889,"B-204",63,"RT-QuIC",FALSE
"S-1080",-1,1.25945945945946,0.742342666666667,72,0.0138888888888889,"B-206",63,"RT-QuIC",FALSE
"S-1081",-1,1.2133676092545,0.771208266666667,72,0.0138888888888889,"1942",6,"RT-QuIC",FALSE
"S-1082",-1,1.21635883905013,0.7247136,72,0.0138888888888889,"B-146",6,"RT-QuIC",FALSE
"S-1083",-1,2.71657754010695,0.9875224,70.073051948052,0.0142708212672304,"1945",6,"RT-QuIC",TRUE
"P",-3,10.0603174603175,3.6126984,9.65637065637066,0.103558576569372,NA,NA,"Nano-QuIC",TRUE
"S-1084",-1,4.19532554257095,1.631608,20.75,0.0481927710843374,"B-112",6,"Nano-QuIC",TRUE
"S-1085",-1,2.2411003236246,1.63538266666667,24.9166666666667,0.040133779264214,"B-121",6,"Nano-QuIC",TRUE
"S-1086",-1,2.27164685908319,1.670628,22.7,0.0440528634361234,"B-166",6,"Nano-QuIC",TRUE
"S-1087",-1,2.26973684210526,1.64035066666667,22.3333333333333,0.0447761194029851,"1901",6,"Nano-QuIC",TRUE
"S-1088",-1,2.25737704918033,1.56939866666667,22.25,0.0449438202247191,"1941",6,"Nano-QuIC",TRUE
"S-1089",-1,2.25531914893617,1.66939466666667,25.2777777777778,0.0395604395604396,"1944",6,"Nano-QuIC",TRUE
"S-1090",-1,2.24183006535948,1.49891066666667,24.5,0.0408163265306122,"Y-16",6,"Nano-QuIC",TRUE
"S-1091",-1,2.18048780487805,1.55664,25.1904761904762,0.0396975425330813,"Y-18",6,"Nano-QuIC",TRUE
"S-1092",-1,2.23064516129032,1.494624,29.1029411764706,0.0343607882769075,"1905",6,"Nano-QuIC",TRUE
"S-1093",-1,2.30677966101695,1.70621466666667,24.1875,0.041343669250646,"B-167",6,"Nano-QuIC",TRUE
"S-1094",-1,2.33835845896147,1.58570666666667,23.4285714285714,0.0426829268292683,"1904",6,"Nano-QuIC",TRUE
"P",-3,7.66077170418006,3.7749196,7.93636363636364,0.126002290950745,NA,NA,"Nano-QuIC",TRUE
"S-1084",-1,2.1973898858075,1.5334424,23.7083333333333,0.0421792618629174,"B-112",6,"Nano-QuIC",TRUE
"S-1085",-1,2.21322314049587,2.038568,21.4852941176471,0.0465434633812457,"B-121",6,"Nano-QuIC",TRUE
"S-1086",-1,2.26480263157895,1.56798266666667,22.1041666666667,0.0452403393025448,"B-166",6,"Nano-QuIC",TRUE
"S-1087",-1,2.17666126418152,1.57536533333333,22.25,0.0449438202247191,"1901",6,"Nano-QuIC",TRUE
"S-1088",-1,2.31578947368421,1.69552933333333,19.365,0.0516395558998193,"1941",6,"Nano-QuIC",TRUE
"S-1089",-1,2.09262166405024,1.5782316,28.6704545454545,0.0348791121680539,"1944",6,"Nano-QuIC",TRUE
"S-1090",-1,2.2279534109817,1.59511866666667,22,0.0454545454545455,"Y-16",6,"Nano-QuIC",TRUE
"S-1091",-1,2.14748784440843,1.63803333333333,25.5384615384615,0.0391566265060241,"Y-18",6,"Nano-QuIC",TRUE
"S-1092",-1,2.18905472636816,1.65174133333333,23.4833333333333,0.042583392476934,"1905",6,"Nano-QuIC",TRUE
"S-1093",-1,2.16445182724252,1.718716,24.75,0.0404040404040404,"B-167",6,"Nano-QuIC",TRUE
"S-1094",-1,2.2258064516129,1.55053733333333,24.4396551724138,0.0409171075837743,"1904",6,"Nano-QuIC",TRUE
"P",-3,7.57777777777778,3.9619048,7.77902621722846,0.128550794415022,NA,NA,"Nano-QuIC",TRUE
"S-1084",-1,2.23709677419355,1.61505333333333,23.6277777777778,0.0423230660710087,"B-112",6,"Nano-QuIC",TRUE
"S-1085",-1,2.13928012519562,1.52738666666667,27.2604166666667,0.0366832250668705,"B-121",6,"Nano-QuIC",TRUE
"S-1086",-1,2.22294022617124,1.60904666666667,22.25,0.0449438202247191,"B-166",6,"Nano-QuIC",TRUE
"S-1087",-1,2.198738170347,1.53732933333333,22.1911764705882,0.0450629555997349,"1901",6,"Nano-QuIC",TRUE
"S-1088",-1,2.04643962848297,1.54592386666667,28.8918918918919,0.0346117867165575,"1941",6,"Nano-QuIC",TRUE
"S-1089",-1,2.1601866251944,1.609124,26.234375,0.038117927337701,"1944",6,"Nano-QuIC",TRUE
"S-1090",-1,2.10510046367852,1.55177706666667,25.7173913043478,0.0388841927303466,"Y-16",6,"Nano-QuIC",TRUE
"S-1091",-1,2.20094936708861,1.51687733333333,25.7440476190476,0.0388439306358382,"Y-18",6,"Nano-QuIC",TRUE
"S-1092",-1,2.14673046251994,1.526848,27.23125,0.0367225154923112,"1905",6,"Nano-QuIC",TRUE
"S-1093",-1,2.14100486223663,1.538628,25.2256097560976,0.0396422528402224,"B-167",6,"Nano-QuIC",TRUE
"S-1094",-1,2.08306188925081,1.44625466666667,28.2338709677419,0.035418451870894,"1904",6,"Nano-QuIC",TRUE
"P",-3,9.97301587301587,3.29523813333333,8.27542372881356,0.12083973374296,NA,NA,"Nano-QuIC",TRUE
"S-1084",-1,2.25167785234899,1.55257333333333,22.9393939393939,0.0435931307793923,"B-112",6,"Nano-QuIC",TRUE
"S-1085",-1,2.14856230031949,1.45473866666667,24.95,0.0400801603206413,"B-121",6,"Nano-QuIC",TRUE
"S-1086",-1,2.0953125,1.45833333333333,27.5384615384615,0.0363128491620112,"B-166",6,"Nano-QuIC",TRUE
"S-1087",-1,2.07430340557276,1.60990666666667,28.75,0.0347826086956522,"1901",6,"Nano-QuIC",TRUE
"S-1088",-1,2.01676829268293,1.39430933333333,34.4427083333333,0.0290337214577348,"1941",6,"Nano-QuIC",TRUE
"S-1089",-1,2.23717948717949,1.521368,23.8706896551724,0.0418923799205489,"1944",6,"Nano-QuIC",TRUE
"S-1090",-1,2.16108452950558,1.520468,28.575,0.0349956255468067,"Y-16",6,"Nano-QuIC",TRUE
"S-1091",-1,2.12792511700468,1.401976,27.984375,0.0357342266890006,"Y-18",6,"Nano-QuIC",TRUE
"S-1092",-1,2.07131782945736,1.49043866666667,32.3676470588235,0.0308950477055884,"1905",6,"Nano-QuIC",TRUE
"S-1093",-1,2.02927580893683,1.39291173333333,39.1964285714286,0.0255125284738041,"B-167",6,"Nano-QuIC",TRUE
"S-1094",-1,2.8599348534202,1.4962,25.6081081081081,0.0390501319261214,"1904",6,"Nano-QuIC",TRUE
"N",-3,2.35884353741497,1.47165466666667,22.4583333333333,0.0445269016697588,NA,NA,"Nano-QuIC",TRUE
"S-1095",-1,2.33783783783784,1.58108133333333,23.5,0.0425531914893617,"1943",6,"Nano-QuIC",TRUE
"S-1096",-1,2.26567656765677,1.54015466666667,25.0769230769231,0.0398773006134969,"O-39",6,"Nano-QuIC",TRUE
"S-1097",-1,2.27687296416938,1.49185733333333,22.7241379310345,0.0440060698027314,"Y-15",6,"Nano-QuIC",TRUE
"S-1098",-1,2.13680781758958,1.34636266666667,27.875,0.0358744394618834,"B-204",6,"Nano-QuIC",TRUE
"S-1099",-1,2.23883161512027,1.40206133333333,23.6363636363636,0.0423076923076923,"B-206",6,"Nano-QuIC",TRUE
"S-1100",-1,2.16969696969697,1.37373773333333,28.7291666666667,0.0348078317621465,"B-199",6,"Nano-QuIC",TRUE
"S-1101",-1,2.14093959731544,1.3847876,24.7205882352941,0.0404521118381916,"Y-23",6,"Nano-QuIC",TRUE
"S-1102",-1,2.17179902755267,1.65316,27.5,0.0363636363636364,"B-158",6,"Nano-QuIC",TRUE
"S-1103",-1,2.11274509803922,1.42047866666667,31.5,0.0317460317460317,"B-161",6,"Nano-QuIC",TRUE
"S-1104",-1,2.21070234113712,1.509476,25.6223958333333,0.0390283565402988,"B-119",6,"Nano-QuIC",TRUE
"S-1105",-1,2.1787521079258,1.69308666666667,25.6060606060606,0.0390532544378698,"B-120",6,"Nano-QuIC",TRUE
"N",-3,2.29459901800327,1.42062133333333,22.3823529411765,0.0446780551905388,NA,NA,"Nano-QuIC",TRUE
"S-1095",-1,2.19032258064516,1.40430133333333,23.7152777777778,0.0421669106881406,"1943",6,"Nano-QuIC",TRUE
"S-1096",-1,4.85573770491803,1.50819733333333,27.3333333333333,0.0365853658536585,"O-39",6,"Nano-QuIC",TRUE
"S-1097",-1,2.19838709677419,1.43655866666667,25.3125,0.0395061728395062,"Y-15",6,"Nano-QuIC",TRUE
"S-1098",-1,2.04785478547855,1.40374,31.4349315068493,0.0318117441987145,"B-204",6,"Nano-QuIC",TRUE
"S-1099",-1,2.19967266775777,1.47517733333333,24.4615384615385,0.0408805031446541,"B-206",6,"Nano-QuIC",TRUE
"S-1100",-1,8.08278145695364,2.81456946666667,62.0769230769231,0.0161090458488228,"B-199",6,"Nano-QuIC",TRUE
"S-1101",-1,1.99029126213592,1.26429386666667,72,0.0138888888888889,"Y-23",6,"Nano-QuIC",FALSE
"S-1102",-1,2.11842105263158,1.41886,29.6666666666667,0.0337078651685393,"B-158",6,"Nano-QuIC",TRUE
"S-1103",-1,1.8735119047619,1.2261904,72,0.0138888888888889,"B-161",6,"Nano-QuIC",FALSE
"S-1104",-1,2.21359223300971,1.50593333333333,25.625,0.0390243902439024,"B-119",6,"Nano-QuIC",TRUE
"S-1105",-1,2.13256955810147,1.462084,25.6290322580645,0.039018250471995,"B-120",6,"Nano-QuIC",TRUE
"N",-3,2.21308724832215,1.40715866666667,22.9651162790698,0.0435443037974684,NA,NA,"Nano-QuIC",TRUE
"S-1095",-1,2.17687074829932,1.47392266666667,22.4034090909091,0.0446360639107279,"1943",6,"Nano-QuIC",TRUE
"S-1096",-1,2.14548494983278,1.47603066666667,24.6122448979592,0.0406301824212272,"O-39",6,"Nano-QuIC",TRUE
"S-1097",-1,2.22704507512521,1.55592666666667,24.75,0.0404040404040404,"Y-15",6,"Nano-QuIC",TRUE
"S-1098",-1,2.08006279434851,1.42124533333333,29.6710526315789,0.0337028824833703,"B-204",6,"Nano-QuIC",TRUE
"S-1099",-1,2.03025477707006,1.335456,36.97,0.0270489586150933,"B-206",6,"Nano-QuIC",TRUE
"S-1100",-1,1.97674418604651,1.3289032,72,0.0138888888888889,"B-199",6,"Nano-QuIC",FALSE
"S-1101",-1,1.9253499222395,1.28771333333333,72,0.0138888888888889,"Y-23",6,"Nano-QuIC",FALSE
"S-1102",-1,2.04836193447738,1.33125333333333,35.95,0.0278164116828929,"B-158",6,"Nano-QuIC",TRUE
"S-1103",-1,2.5008025682183,1.365436,38.4910714285714,0.0259800510322431,"B-161",6,"Nano-QuIC",TRUE
"S-1104",-1,1.92443729903537,1.32690226666667,72,0.0138888888888889,"B-119",6,"Nano-QuIC",FALSE
"S-1105",-1,1.98475609756098,1.286586,72,0.0138888888888889,"B-120",6,"Nano-QuIC",FALSE
"N",-3,2.18181818181818,1.218284,26.7115384615385,0.0374370050395968,NA,NA,"Nano-QuIC",TRUE
"S-1095",-1,5.90604026845638,2.22371373333333,68.7672955974843,0.0145417962319371,"1943",6,"Nano-QuIC",TRUE
"S-1096",-1,2.03934426229508,1.30928933333333,30.475,0.0328137817883511,"O-39",6,"Nano-QuIC",TRUE
"S-1097",-1,2.07986688851913,1.28896266666667,30.975,0.0322841000807102,"Y-15",6,"Nano-QuIC",TRUE
"S-1098",-1,2.10965630114566,1.213312,27.4833333333333,0.0363856882959369,"B-204",6,"Nano-QuIC",TRUE
"S-1099",-1,2.06101694915254,1.31299466666667,28.2211538461538,0.0354344122657581,"B-206",6,"Nano-QuIC",TRUE
"S-1100",-1,2.06907894736842,1.241228,27.5892857142857,0.0362459546925566,"B-199",6,"Nano-QuIC",TRUE
"S-1101",-1,2.91830065359477,1.19172133333333,31.1621621621622,0.0320901994796184,"Y-23",6,"Nano-QuIC",TRUE
"S-1102",-1,2.03284072249589,1.41434,29.2083333333333,0.0342368045649073,"B-158",6,"Nano-QuIC",TRUE
"S-1103",-1,2.08768971332209,1.31534533333333,29.8333333333333,0.0335195530726257,"B-161",6,"Nano-QuIC",TRUE
"S-1104",-1,8.99838969404187,3.0617284,30.4276315789474,0.0328648648648649,"B-119",6,"Nano-QuIC",TRUE
"S-1105",-1,2.03758169934641,1.4749452,30.4924242424242,0.0327950310559006,"B-120",6,"Nano-QuIC",TRUE
"P",-3,8.01859504132231,4.57575746666667,8.80009541984733,0.113635131471944,NA,NA,"Nano-QuIC",TRUE
"S-1062",-1,2.26160337552743,1.772152,19,0.0526315789473684,"B-146",51,"Nano-QuIC",TRUE
"S-1063",-1,2.20540540540541,1.34054,26.2017045454545,0.0381654559254039,"1901",51,"Nano-QuIC",TRUE
"S-1064",-1,2.39955357142857,1.73511866666667,15.78125,0.0633663366336634,"Y-16",51,"Nano-QuIC",TRUE
"S-1065",-1,2.26024590163934,1.79781466666667,19.1212121212121,0.05229793977813,"Y-15",51,"Nano-QuIC",TRUE
"S-1066",-1,2.25949367088608,1.81434533333333,18.4565217391304,0.0541813898704358,"B-204",51,"Nano-QuIC",TRUE
"S-1067",-1,3.25732217573222,1.79079466666667,18.9705882352941,0.0527131782945736,"B-206",51,"Nano-QuIC",TRUE
"S-1068",-1,2.17622950819672,1.726776,22.1463414634146,0.0451541850220264,"B-199",51,"Nano-QuIC",TRUE
"S-1069",-1,2.16421052631579,1.79087733333333,20.9285714285714,0.0477815699658703,"Y-23",51,"Nano-QuIC",TRUE
"S-1070",-1,2.16666666666667,1.70833333333333,20.7857142857143,0.0481099656357388,"B-158",51,"Nano-QuIC",TRUE
"S-1071",-1,11.0135440180587,5.405568,8.25461741424802,0.121144318363433,"B-161",51,"Nano-QuIC",TRUE
"S-1072",-1,2.33194154488518,1.71746666666667,17.87,0.0559597090095132,"B-119",51,"Nano-QuIC",TRUE
"P",-3,10.3796477495108,3.96347026666667,8.55966469428008,0.11682700616395,NA,NA,"Nano-QuIC",TRUE
"S-1062",-1,2.24318658280922,1.77218666666667,18.1388888888889,0.0551301684532925,"B-146",51,"Nano-QuIC",TRUE
"S-1063",-1,2.33469387755102,1.78503466666667,19,0.0526315789473684,"1901",51,"Nano-QuIC",TRUE
"S-1064",-1,2.23217922606925,1.75424266666667,18.6785714285714,0.0535372848948375,"Y-16",51,"Nano-QuIC",TRUE
"S-1065",-1,8.75257731958763,2.78487973333333,17.4166666666667,0.0574162679425837,"Y-15",51,"Nano-QuIC",TRUE
"S-1066",-1,2.184,1.784,18.6666666666667,0.0535714285714286,"B-204",51,"Nano-QuIC",TRUE
"S-1067",-1,2.8714859437751,1.74564933333333,17.6195652173913,0.0567550894509562,"B-206",51,"Nano-QuIC",TRUE
"S-1068",-1,3.01226993865031,1.837764,17.9305555555556,0.0557707203718048,"B-199",51,"Nano-QuIC",TRUE
"S-1069",-1,2.19878296146045,1.77146666666667,19.6176470588235,0.0509745127436282,"Y-23",51,"Nano-QuIC",TRUE
"S-1070",-1,2.82744282744283,1.77130933333333,18.61,0.0537345513164965,"B-158",51,"Nano-QuIC",TRUE
"S-1071",-1,10.6165577342048,5.9288308,8.11293103448276,0.123260014876209,"B-161",51,"Nano-QuIC",TRUE
"S-1072",-1,2.33536585365854,1.747968,18.21875,0.0548885077186964,"B-119",51,"Nano-QuIC",TRUE
"P",-3,6.83269230769231,3.19230773333333,10.1865671641791,0.0981684981684982,NA,NA,"Nano-QuIC",TRUE
"S-1062",-1,2.14928425357873,1.76687066666667,18.5921052631579,0.0537862703467799,"B-146",51,"Nano-QuIC",TRUE
"S-1063",-1,6.15090543259557,2.4171696,18.6,0.053763440860215,"1901",51,"Nano-QuIC",TRUE
"S-1064",-1,2.28220858895706,1.79141066666667,17,0.0588235294117647,"Y-16",51,"Nano-QuIC",TRUE
"S-1065",-1,2.23838383838384,1.767004,17.8833333333333,0.0559179869524697,"Y-15",51,"Nano-QuIC",TRUE
"S-1066",-1,2.114,1.712,21.984375,0.0454868514570007,"B-204",51,"Nano-QuIC",TRUE
"S-1067",-1,5.668,2.64533333333333,20.6875,0.0483383685800604,"B-206",51,"Nano-QuIC",TRUE
"S-1068",-1,3.25208333333333,1.84722266666667,18.625,0.0536912751677852,"B-199",51,"Nano-QuIC",TRUE
"S-1069",-1,2.11359026369168,1.73089866666667,20.8611111111111,0.0479360852197071,"Y-23",51,"Nano-QuIC",TRUE
"S-1070",-1,8.33604887983707,2.88662586666667,19.2321428571429,0.0519962859795729,"B-158",51,"Nano-QuIC",TRUE
"S-1071",-1,11.6993318485523,6.21232373333333,6.576875,0.152047895086952,"B-161",51,"Nano-QuIC",TRUE
"S-1072",-1,2.31474103585657,1.5962816,19.2142857142857,0.0520446096654275,"B-119",51,"Nano-QuIC",TRUE
"P",-3,8.22306238185255,3.8991808,8.09025270758123,0.123605533244087,NA,NA,"Nano-QuIC",TRUE
"S-1062",-1,2.24285714285714,1.708844,18.625,0.0536912751677852,"B-146",51,"Nano-QuIC",TRUE
"S-1063",-1,9.30346232179226,2.93822133333333,21.8653846153846,0.0457343887423043,"1901",51,"Nano-QuIC",TRUE
"S-1064",-1,2.23217922606925,1.73794933333333,18.5192307692308,0.0539979231568017,"Y-16",51,"Nano-QuIC",TRUE
"S-1065",-1,2.14370078740157,1.69553866666667,21.7727272727273,0.0459290187891441,"Y-15",51,"Nano-QuIC",TRUE
"S-1066",-1,2.216,1.66933333333333,19.9166666666667,0.0502092050209205,"B-204",51,"Nano-QuIC",TRUE
"S-1067",-1,2.21782178217822,1.679208,19.65625,0.0508744038155803,"B-206",51,"Nano-QuIC",TRUE
"S-1068",-1,2.13184584178499,1.717376,21.8785714285714,0.0457068233757754,"B-199",51,"Nano-QuIC",TRUE
"S-1069",-1,2.21414141414141,1.694276,19.719696969697,0.050710718401844,"Y-23",51,"Nano-QuIC",TRUE
"S-1070",-1,2.13855421686747,1.71352133333333,21,0.0476190476190476,"B-158",51,"Nano-QuIC",TRUE
"S-1071",-1,11.1776765375854,6.23842053333333,8.31123595505618,0.120319048262809,"B-161",51,"Nano-QuIC",TRUE
"S-1072",-1,5.91340206185567,1.88316146666667,17.4642857142857,0.0572597137014315,"B-119",51,"Nano-QuIC",TRUE
"N",-3,2.31404958677686,1.59228666666667,17.9765625,0.0556279878313777,NA,NA,"Nano-QuIC",TRUE
"S-1073",-1,2.12396694214876,1.652892,22.7357142857143,0.0439836632108074,"B-120",51,"Nano-QuIC",TRUE
"S-1074",-1,2.01848049281314,1.63449733333333,31.1842105263158,0.0320675105485232,"O-37",51,"Nano-QuIC",TRUE
"S-1075",-1,2.21532091097308,1.70048266666667,18.7291666666667,0.0533926585094549,"1946",51,"Nano-QuIC",TRUE
"S-1076",-1,10.8689516129032,5.7311828,10.04296875,0.0995721509140412,"B-109",51,"Nano-QuIC",TRUE
"S-1077",-1,2.05175983436853,1.725328,27.9827586206897,0.0357362908194701,"B-155",51,"Nano-QuIC",TRUE
"S-1078",-1,7.81395348837209,3.4503172,22.9673913043478,0.0435399905347847,"Y-15",63,"Nano-QuIC",TRUE
"S-1079",-1,2.14609053497942,1.662552,21.96875,0.0455192034139403,"B-204",63,"Nano-QuIC",TRUE
"S-1080",-1,2.13125,1.70277733333333,21.9102564102564,0.0456407255705091,"B-206",63,"Nano-QuIC",TRUE
"S-1081",-1,2.12179487179487,1.524216,20.4210526315789,0.0489690721649485,"1942",6,"Nano-QuIC",TRUE
"S-1082",-1,2.0656779661017,1.711864,25.7162162162162,0.0388859695218077,"B-146",6,"Nano-QuIC",TRUE
"S-1083",-1,2.16421052631579,1.644912,21.2,0.0471698113207547,"1945",6,"Nano-QuIC",TRUE
"N",-3,2.19291338582677,1.41207333333333,20.6379310344828,0.0484544695071011,NA,NA,"Nano-QuIC",TRUE
"S-1073",-1,3.51669941060904,1.55075333333333,27.8928571428571,0.0358514724711908,"B-120",51,"Nano-QuIC",TRUE
"S-1074",-1,2.12040816326531,1.63537466666667,22.9121621621622,0.0436449424948393,"O-37",51,"Nano-QuIC",TRUE
"S-1075",-1,2.12,1.56533333333333,24.241935483871,0.0412508316699933,"1946",51,"Nano-QuIC",TRUE
"S-1076",-1,2.09306930693069,1.60792133333333,25.9625,0.0385170919595571,"B-109",51,"Nano-QuIC",TRUE
"S-1077",-1,2.08531746031746,1.626984,27.8586956521739,0.0358954350370659,"B-155",51,"Nano-QuIC",TRUE
"S-1078",-1,2.14228456913828,1.61656666666667,23.3823529411765,0.0427672955974843,"Y-15",63,"Nano-QuIC",TRUE
"S-1079",-1,2.00594059405941,1.565676,33.4779411764706,0.0298704151109159,"B-204",63,"Nano-QuIC",TRUE
"S-1080",-1,2.11111111111111,1.534392,25.8,0.0387596899224806,"B-206",63,"Nano-QuIC",TRUE
"S-1081",-1,2.10590631364562,1.632044,25.6666666666667,0.038961038961039,"1942",6,"Nano-QuIC",TRUE
"S-1082",-1,2.11434511434511,1.61607733333333,22.2142857142857,0.045016077170418,"B-146",6,"Nano-QuIC",TRUE
"S-1083",-1,2.0974025974026,1.642136,25.125,0.0398009950248756,"1945",6,"Nano-QuIC",TRUE
"N",-3,2.193359375,1.48437466666667,18.4375,0.0542372881355932,NA,NA,"Nano-QuIC",TRUE
"S-1073",-1,2.11729622266402,1.57985466666667,20.75,0.0481927710843374,"B-120",51,"Nano-QuIC",TRUE
"S-1074",-1,2.15757575757576,1.58383866666667,21.21875,0.0471281296023564,"O-37",51,"Nano-QuIC",TRUE
"S-1075",-1,2.17261904761905,1.57407466666667,21.8684210526316,0.0457280385078219,"1946",51,"Nano-QuIC",TRUE
"S-1076",-1,3.86575875486381,1.50454,22.8515625,0.0437606837606838,"B-109",51,"Nano-QuIC",TRUE
"S-1077",-1,2.06792452830189,1.496856,28.3928571428571,0.0352201257861635,"B-155",51,"Nano-QuIC",TRUE
"S-1078",-1,3.37869822485207,1.530572,26.0588235294118,0.0383747178329571,"Y-15",63,"Nano-QuIC",TRUE
"S-1079",-1,2.08039215686275,1.51111066666667,26.2083333333333,0.0381558028616852,"B-204",63,"Nano-QuIC",TRUE
"S-1080",-1,2.08858267716535,1.50393733333333,25.1944444444444,0.0396912899669239,"B-206",63,"Nano-QuIC",TRUE
"S-1081",-1,3.14395393474088,1.430582,27.4166666666667,0.0364741641337386,"1942",6,"Nano-QuIC",TRUE
"S-1082",-1,11.6344969199179,7.21971253333333,21.4239130434783,0.0466768138001015,"B-146",6,"Nano-QuIC",TRUE
"S-1083",-1,2.32323232323232,1.45723866666667,18.0792682926829,0.0553119730185498,"1945",6,"Nano-QuIC",TRUE
