"Sample IDs","Tissue","Dilutions","MPR","MS","TtT","RAF","Assay","crossed"
"1943","OBEX",-4,11.0868347338936,5.3221288,8.2025641025641,0.121913097843076,"RT-QuIC",TRUE
"Y-16","OBEX",-4,8.08616187989556,3.48128813333333,16.8666666666667,0.0592885375494071,"RT-QuIC",TRUE
"1941","OBEX",-4,8.11764705882353,4.90196066666667,7.40211267605634,0.135096565502807,"RT-QuIC",TRUE
"1905","OBEX",-4,9.90489130434783,5.81521733333333,10.3656126482213,0.0964728312678742,"RT-QuIC",TRUE
"B-146","OBEX",-4,9.2171581769437,4.28954426666667,6.43042071197411,0.155510820332159,"RT-QuIC",TRUE
"N",NA,-3,1.3399433427762,0.426818133333333,72,0.0138888888888889,"RT-QuIC",FALSE
"B-121","OBEX",-4,9.60504201680672,4.30999066666667,11.2735849056604,0.0887029288702929,"RT-QuIC",TRUE
"1943","OBEX",-4,8.54189944134078,5.23277466666667,7.8493031358885,0.127399844634336,"RT-QuIC",TRUE
"Y-16","OBEX",-4,7.3800539083558,3.6477988,23.1393280632411,0.0432164666695136,"RT-QuIC",TRUE
"1941","OBEX",-4,8.74545454545455,4.8138528,7.39925373134328,0.135148764498235,"RT-QuIC",TRUE
"1905","OBEX",-4,9.36340206185567,4.2680412,8.24725274725275,0.121252498334444,"RT-QuIC",TRUE
"B-146","OBEX",-4,9.15816326530612,3.6122448,7.97695035460993,0.125361191375861,"RT-QuIC",TRUE
"N",NA,-3,1.49262536873156,0.409046266666667,72,0.0138888888888889,"RT-QuIC",FALSE
"B-121","OBEX",-4,10.702479338843,5.9651056,10.2966507177033,0.0971189591078067,"RT-QuIC",TRUE
"1943","OBEX",-4,9.89970501474926,5.6873156,6.91666666666667,0.144578313253012,"RT-QuIC",TRUE
"Y-16","OBEX",-4,5.40909090909091,2.01893946666667,24.8389830508475,0.040259297168202,"RT-QuIC",TRUE
"1941","OBEX",-4,11.9943502824859,5.40866293333333,9.22900763358779,0.108354011579818,"RT-QuIC",TRUE
"1905","OBEX",-4,9.97520661157025,5.7006428,9.91955684007707,0.100810955178944,"RT-QuIC",TRUE
"B-146","OBEX",-4,10.1342465753425,4.78904106666667,6.31924882629108,0.158246656760773,"RT-QuIC",TRUE
"P",NA,-3,10.0666666666667,5.57777773333333,9.09883720930233,0.109904153354633,"Nano-QuIC",TRUE
"O-39","OBEX",-3,12.390977443609,5.88137013333333,6.86669658886894,0.145630433361658,"Nano-QuIC",TRUE
"1904","OBEX",-3,9.47848101265823,3.04135026666667,8.71946564885496,0.114685926898665,"Nano-QuIC",TRUE
"1944","OBEX",-3,7.85888077858881,4.64557986666667,7.66958041958042,0.130385229085936,"Nano-QuIC",TRUE
"Y-18","OBEX",-3,16.8166259168704,9.1409944,8.60526315789474,0.116207951070336,"Nano-QuIC",TRUE
"B-167","OBEX",-3,10.7941176470588,5.6535948,6.27635327635328,0.159328188833409,"Nano-QuIC",TRUE
"B-112","OBEX",-3,14.2609756097561,11.1772357333333,9.19827586206897,0.108716026241799,"Nano-QuIC",TRUE
"1942","OBEX",-3,7.81034482758621,3.10016426666667,7.04850746268657,0.141874007411329,"Nano-QuIC",TRUE
"B-227","OBEX",-3,2.38211382113821,0.946702666666667,19.5555555555556,0.0511363636363636,"Nano-QuIC",TRUE
"1901","OBEX",-3,9.07105263157895,3.93333333333333,6.84302325581395,0.146134239592184,"Nano-QuIC",TRUE
"1945","OBEX",-3,10.7283653846154,6.1121796,6.01890756302521,0.166143106457243,"Nano-QuIC",TRUE
"B-166","OBEX",-3,10.7283653846154,5.74038466666667,5.79484304932735,0.172567227703618,"Nano-QuIC",TRUE
"P",NA,-3,9.24137931034483,3.44827586666667,9.03350515463917,0.110699001426534,"Nano-QuIC",TRUE
"O-39","OBEX",-3,10.7872860635697,5.2811736,6.04597701149425,0.165399239543726,"Nano-QuIC",TRUE
"1904","OBEX",-3,13.0228426395939,3.7428088,9.15238095238095,0.109261186264308,"Nano-QuIC",TRUE
"1944","OBEX",-3,8.6241134751773,4.11032306666667,6.5148401826484,0.153495707026459,"Nano-QuIC",TRUE
"Y-18","OBEX",-3,15.3142857142857,6.13968253333333,7.14542483660131,0.139949691287446,"Nano-QuIC",TRUE
"B-167","OBEX",-3,10.5291375291375,4.97280493333333,5.85941475826972,0.170665508630985,"Nano-QuIC",TRUE
"B-112","OBEX",-3,9.53349282296651,2.800638,7.546875,0.132505175983437,"Nano-QuIC",TRUE
"1942","OBEX",-3,13.7843137254902,5.4019608,7.28813559322034,0.137209302325581,"Nano-QuIC",TRUE
"B-227","OBEX",-3,4.35679611650485,0.873786666666667,27.3214285714286,0.0366013071895425,"Nano-QuIC",TRUE
"1901","OBEX",-3,9.70076726342711,3.4748508,5.27459016393443,0.18958818958819,"Nano-QuIC",TRUE
"1945","OBEX",-3,9.16067146282974,3.70263786666667,5.46231155778894,0.183072677092916,"Nano-QuIC",TRUE
"B-166","OBEX",-3,10.2860635696822,6.90138546666667,5.18302180685358,0.192937640871525,"Nano-QuIC",TRUE
"P",NA,-3,10.1026252983294,3.91089893333333,8.47093023255814,0.118050789293068,"Nano-QuIC",TRUE
"O-39","OBEX",-3,13.4575471698113,6.27358493333333,6.328125,0.158024691358025,"Nano-QuIC",TRUE
"1904","OBEX",-3,10.9238095238095,2.70793653333333,7.32258064516129,0.136563876651982,"Nano-QuIC",TRUE
"1944","OBEX",-3,9.30731707317073,3.42764226666667,6.1358024691358,0.162977867203219,"Nano-QuIC",TRUE
"Y-18","OBEX",-3,7.38850574712644,3.71187733333333,7.23305084745763,0.13825424721734,"Nano-QuIC",TRUE
"B-167","OBEX",-3,9.4055944055944,4.3822844,5.43072289156626,0.184137548530227,"Nano-QuIC",TRUE
"B-112","OBEX",-3,7.72010178117048,2.57845626666667,10.9402985074627,0.0914051841746248,"Nano-QuIC",TRUE
"1942","OBEX",-3,9.29854368932039,4.41423946666667,7.19152046783626,0.139052652978248,"Nano-QuIC",TRUE
"B-227","OBEX",-3,5.04591836734694,1.0170068,21.7777777777778,0.0459183673469388,"Nano-QuIC",TRUE
"1901","OBEX",-3,7.09923664122137,2.9177268,5.15691489361702,0.193914388860237,"Nano-QuIC",TRUE
"1945","OBEX",-3,9.69859813084112,3.6573208,5.63709677419355,0.177396280400572,"Nano-QuIC",TRUE
"B-166","OBEX",-3,11.0647482014388,5.51239,5.99268292682927,0.166870166870167,"Nano-QuIC",TRUE
"P",NA,-3,9.62325581395349,4.3503876,8.75,0.114285714285714,"Nano-QuIC",TRUE
"O-39","OBEX",-3,10.3695150115473,5.6505004,5.62248628884826,0.177857258982279,"Nano-QuIC",TRUE
"1904","OBEX",-3,9.50120481927711,3.02329306666667,6.7563025210084,0.148009950248756,"Nano-QuIC",TRUE
"1944","OBEX",-3,7.18978102189781,3.23438773333333,6.15094339622642,0.162576687116564,"Nano-QuIC",TRUE
"Y-18","OBEX",-3,14.1990632318501,10.9945354666667,8.34251968503937,0.119867862199151,"Nano-QuIC",TRUE
"B-167","OBEX",-3,11.8220140515222,5.9547228,5.93421052631579,0.168514412416851,"Nano-QuIC",TRUE
"B-112","OBEX",-3,9.91666666666667,4.7238096,7.49679487179487,0.133390337751176,"Nano-QuIC",TRUE
"1942","OBEX",-3,7.14352941176471,2.85803933333333,6.49459459459459,0.153974198918019,"Nano-QuIC",TRUE
"B-227","OBEX",-3,6.15328467153285,1.1678832,26.6666666666667,0.0375,"Nano-QuIC",TRUE
"1901","OBEX",-3,6.4,2.64615386666667,7.04315960912052,0.141981731992138,"Nano-QuIC",TRUE
"1945","OBEX",-3,9.90238095238095,3.2507936,5.6530303030303,0.17689627445725,"Nano-QuIC",TRUE
"B-166","OBEX",-3,10.1113689095128,4.80433093333333,4.27107279693487,0.23413321372505,"Nano-QuIC",TRUE
"N",NA,-3,2.16136919315403,0.828035866666667,23.5,0.0425531914893617,"Nano-QuIC",TRUE
"O-39","OBEX",-4,11.3699284009547,5.769292,7.34065934065934,0.13622754491018,"Nano-QuIC",TRUE
"1904","OBEX",-4,12.220623501199,5.06474826666667,4.28030303030303,0.233628318584071,"Nano-QuIC",TRUE
"1944","OBEX",-4,10.9210526315789,4.46252,6.14823008849558,0.162648434688737,"Nano-QuIC",TRUE
"Y-18","OBEX",-4,8.1183574879227,3.81642506666667,10.475,0.0954653937947494,"Nano-QuIC",TRUE
"B-167","OBEX",-4,9.65566037735849,5.05345906666667,6.81617647058824,0.146709816612729,"Nano-QuIC",TRUE
"B-112","OBEX",-4,11.1090047393365,5.3965244,6.87673130193906,0.145417925478348,"Nano-QuIC",TRUE
"1942","OBEX",-4,11.0919811320755,4.29559746666667,5.61603773584906,0.178061481605913,"Nano-QuIC",TRUE
"B-227","OBEX",-4,1.99759615384615,0.801282666666667,72,0.0138888888888889,"Nano-QuIC",FALSE
"1901","OBEX",-4,11.7450980392157,5.48366013333333,5.21111111111111,0.191897654584222,"Nano-QuIC",TRUE
"1945","OBEX",-4,10.7002457002457,4.7665848,6.08469945355191,0.164346654692411,"Nano-QuIC",TRUE
"B-166","OBEX",-4,10.9398496240601,4.77527146666667,6.26801801801802,0.159540064678405,"Nano-QuIC",TRUE
"N",NA,-3,2.15571776155718,0.862936,22.4342105263158,0.044574780058651,"Nano-QuIC",TRUE
"O-39","OBEX",-4,11.9339853300733,6.6471068,7.25571428571429,0.13782240598543,"Nano-QuIC",TRUE
"1904","OBEX",-4,11.2632850241546,4.98872786666667,6.49583333333333,0.153944836433611,"Nano-QuIC",TRUE
"1944","OBEX",-4,11.0589569160998,5.47845813333333,6.386,0.156592546194801,"Nano-QuIC",TRUE
"Y-18","OBEX",-4,10.7848699763593,5.7304964,8.32644628099174,0.120099255583127,"Nano-QuIC",TRUE
"B-167","OBEX",-4,11.9158878504673,5.87850466666667,5.54503105590062,0.18034164099692,"Nano-QuIC",TRUE
"B-112","OBEX",-4,11.7913832199546,5.93499613333333,5.27898550724638,0.189430336307481,"Nano-QuIC",TRUE
"1942","OBEX",-4,11.0275862068966,5.72260533333333,6.14086687306502,0.162843458532896,"Nano-QuIC",TRUE
"B-227","OBEX",-4,4.40444444444444,1.24444453333333,49.9464285714286,0.0200214515552378,"Nano-QuIC",TRUE
"1901","OBEX",-4,12.1939953810624,5.95227093333333,5.35897435897436,0.186602870813397,"Nano-QuIC",TRUE
"1945","OBEX",-4,12.243842364532,6.4203612,6.36572052401747,0.157091407991768,"Nano-QuIC",TRUE
"B-166","OBEX",-4,11.2731591448931,5.66270786666667,6.43251928020566,0.15546008592267,"Nano-QuIC",TRUE
"N",NA,-3,2.03132530120482,0.880321333333333,29.7272727272727,0.0336391437308869,"Nano-QuIC",TRUE
"O-39","OBEX",-4,11.9452380952381,6.3555556,5.73442136498516,0.174385510996119,"Nano-QuIC",TRUE
"1904","OBEX",-4,11.1111111111111,5.6111112,6.57307692307692,0.152135751901697,"Nano-QuIC",TRUE
"1944","OBEX",-4,9.11670480549199,5.52250186666667,6.27634660421546,0.159328358208955,"Nano-QuIC",TRUE
"Y-18","OBEX",-4,8.42403628117914,4.37188213333333,7.71701388888889,0.129583802024747,"Nano-QuIC",TRUE
"B-167","OBEX",-4,10.6542923433875,6.22428453333333,5.70382585751979,0.17532092055048,"Nano-QuIC",TRUE
"B-112","OBEX",-4,9.63839285714286,3.96726186666667,7.17520215633423,0.139368895567243,"Nano-QuIC",TRUE
"1942","OBEX",-4,11.1977777777778,5.2651852,6.76534296028881,0.147812166488794,"Nano-QuIC",TRUE
"B-227","OBEX",-4,1.98177676537585,0.719818133333333,72,0.0138888888888889,"Nano-QuIC",FALSE
"1901","OBEX",-4,11.5653153153153,4.8408408,5.01643192488263,0.199344875994385,"Nano-QuIC",TRUE
"1945","OBEX",-4,11.3596287703016,4.31554533333333,6.1875,0.161616161616162,"Nano-QuIC",TRUE
"B-166","OBEX",-4,10.5102505694761,5.01138946666667,6.50095057034221,0.153823658429595,"Nano-QuIC",TRUE
"N",NA,-3,2.06698564593301,0.791068,25.1470588235294,0.039766081871345,"Nano-QuIC",TRUE
"O-39","OBEX",-4,10.2037037037037,5.91975306666667,6.72066549912434,0.148794788273616,"Nano-QuIC",TRUE
"1904","OBEX",-4,12.9602977667494,6.229942,5.64044943820225,0.177290836653386,"Nano-QuIC",TRUE
"1944","OBEX",-4,11.3417431192661,5.06727826666667,6.56533575317604,0.152315134761576,"Nano-QuIC",TRUE
"Y-18","OBEX",-4,11.3186046511628,5.20620146666667,7.89367816091954,0.12668365489625,"Nano-QuIC",TRUE
"B-167","OBEX",-4,12.0070588235294,6.08627453333333,6.67137809187279,0.14989406779661,"Nano-QuIC",TRUE
"B-112","OBEX",-4,10.4941995359629,5.66744013333333,5.79230769230769,0.172642762284197,"Nano-QuIC",TRUE
"1942","OBEX",-4,11.3546255506608,5.45961813333333,5.50271739130435,0.181728395061728,"Nano-QuIC",TRUE
"B-227","OBEX",-4,1.99321266968326,0.663649466666667,72,0.0138888888888889,"Nano-QuIC",FALSE
"1901","OBEX",-4,10.0044150110375,3.9676232,5.88488372093023,0.169926891918593,"Nano-QuIC",TRUE
"1945","OBEX",-4,12.1536697247706,5.28440373333333,5.30637254901961,0.188452655889145,"Nano-QuIC",TRUE
"B-166","OBEX",-4,11.5348837209302,5.85736426666667,7.46378091872791,0.133980352704462,"Nano-QuIC",TRUE
"P",NA,-3,10.6180555555556,4.95833333333333,7.55122324159021,0.132428875164524,"Nano-QuIC",TRUE
"B-121","OBEX",-3,10.3397887323944,5.3192488,5.99728260869565,0.166742183960127,"Nano-QuIC",TRUE
"1943","OBEX",-3,10.4844290657439,5.42329866666667,6.39105793450882,0.156468617597793,"Nano-QuIC",TRUE
"Y-16","OBEX",-3,8.6695652173913,3.78898546666667,8.06818181818182,0.123943661971831,"Nano-QuIC",TRUE
"1941","OBEX",-3,10.1669505962521,5.54457693333333,4.86807387862797,0.205420054200542,"Nano-QuIC",TRUE
"1905","OBEX",-3,13.2869565217391,5.43304346666667,9.09,0.11001100110011,"Nano-QuIC",TRUE
"B-146","OBEX",-3,12.5992907801418,4.3309692,9.08928571428571,0.110019646365422,"Nano-QuIC",TRUE
"P",NA,-3,10.0016863406408,4.4002248,7.10207100591716,0.14080399916684,"Nano-QuIC",TRUE
"B-121","OBEX",-3,8.80645161290323,3.82795706666667,6.57513661202186,0.152088094743403,"Nano-QuIC",TRUE
"1943","OBEX",-3,8.2320819112628,3.49715586666667,5.18134328358209,0.193000144029958,"Nano-QuIC",TRUE
"Y-16","OBEX",-3,8.39388489208633,2.51318946666667,11.3365384615385,0.0882103477523325,"Nano-QuIC",TRUE
"1941","OBEX",-3,7.85615251299827,3.31138066666667,4.39285714285714,0.227642276422764,"Nano-QuIC",TRUE
"1905","OBEX",-3,9.26883561643836,2.2031964,7.6871921182266,0.130086510733739,"Nano-QuIC",TRUE
"B-146","OBEX",-3,7.39001848428835,1.53049906666667,12.9239130434783,0.0773759461732548,"Nano-QuIC",TRUE
"P",NA,-3,9.9424703891709,5.22053013333333,6.89279588336192,0.145079009580689,"Nano-QuIC",TRUE
"B-121","OBEX",-3,9.16302521008403,3.569748,6.0751708428246,0.164604424446944,"Nano-QuIC",TRUE
"1943","OBEX",-3,8.60260586319218,3.8892508,5.3695652173913,0.186234817813765,"Nano-QuIC",TRUE
"Y-16","OBEX",-3,8.71571906354515,2.3411372,8.10454545454546,0.123387549074593,"Nano-QuIC",TRUE
"1941","OBEX",-3,7.63272120200334,3.12298266666667,4.25230414746544,0.235166621511785,"Nano-QuIC",TRUE
"1905","OBEX",-3,14.8701754385965,6.92865493333333,8.44968553459119,0.118347599553405,"Nano-QuIC",TRUE
"B-146","OBEX",-3,10.8721136767318,3.61634106666667,8.2525,0.121175401393517,"Nano-QuIC",TRUE
"P",NA,-3,10.0817717206133,4.31345826666667,8.14688128772636,0.122746357125216,"Nano-QuIC",TRUE
"B-121","OBEX",-3,11.4608843537415,4.77777773333333,8.40059347181009,0.119039208760155,"Nano-QuIC",TRUE
"1943","OBEX",-3,8.85619834710744,3.80606053333333,5.47053872053872,0.182797353438991,"Nano-QuIC",TRUE
"Y-16","OBEX",-3,9.88403361344538,2.7518208,7.11448598130841,0.14055829228243,"Nano-QuIC",TRUE
"1941","OBEX",-3,8.48429752066116,3.74435266666667,4.72565543071161,0.211610857935407,"Nano-QuIC",TRUE
"1905","OBEX",-3,19.4240837696335,9.67306573333333,9.65354330708661,0.103588907014682,"Nano-QuIC",TRUE
"B-146","OBEX",-3,7.91320072332731,2.63291146666667,9.8435960591133,0.101588890278994,"Nano-QuIC",TRUE
"N",NA,-3,2.24475524475524,0.673659066666667,25.6666666666667,0.038961038961039,"Nano-QuIC",TRUE
"B-121","OBEX",-4,10.6529209621993,4.54295533333333,6.50581395348837,0.153708668453977,"Nano-QuIC",TRUE
"1943","OBEX",-4,10.9810671256454,5.03499706666667,6.05,0.165289256198347,"Nano-QuIC",TRUE
"Y-16","OBEX",-4,9.91296928327645,4.7326508,9.84831460674157,0.101540216771249,"Nano-QuIC",TRUE
"1941","OBEX",-4,10.2470784641068,5.31775186666667,6.08920187793427,0.164225134926754,"Nano-QuIC",TRUE
"1905","OBEX",-4,10.4232081911263,5.04436866666667,6.84852216748768,0.146016903434634,"Nano-QuIC",TRUE
"B-146","OBEX",-4,11.4257950530035,5.09305066666667,6.83585858585859,0.146287403029184,"Nano-QuIC",TRUE
"N",NA,-3,3.29701230228471,1.0568248,26.1923076923077,0.0381791483113069,"Nano-QuIC",TRUE
"B-121","OBEX",-4,9.72758037225042,4.6858432,6.34911894273128,0.157502168256722,"Nano-QuIC",TRUE
"1943","OBEX",-4,10.7714776632302,5.5257732,5.33503575076609,0.187440168485545,"Nano-QuIC",TRUE
"Y-16","OBEX",-4,9.32284768211921,4.58498893333333,8.90909090909091,0.112244897959184,"Nano-QuIC",TRUE
"1941","OBEX",-4,9.135,4.66,6.73467432950192,0.148485279476604,"Nano-QuIC",TRUE
"1905","OBEX",-4,10.4040404040404,4.81032546666667,7.22459584295612,0.138416047310797,"Nano-QuIC",TRUE
"B-146","OBEX",-4,10.6316666666667,5.8755556,6.74195710455764,0.148324883189184,"Nano-QuIC",TRUE
"N",NA,-3,2.00510204081633,0.6394552,39.448275862069,0.0253496503496504,"Nano-QuIC",TRUE
"B-121","OBEX",-4,10.0659898477157,5.4867456,7.16459627329193,0.139575205895102,"Nano-QuIC",TRUE
"1943","OBEX",-4,9.929173693086,5.49072506666667,5.89210526315789,0.169718624385887,"Nano-QuIC",TRUE
"Y-16","OBEX",-4,9.7427597955707,4.78818853333333,9.84607843137255,0.101563277905008,"Nano-QuIC",TRUE
"1941","OBEX",-4,9.23793677204659,4.4037716,4.77291666666667,0.209515495416849,"Nano-QuIC",TRUE
"1905","OBEX",-4,8.36677631578947,5.21491226666667,6.18562874251497,0.161665053242982,"Nano-QuIC",TRUE
"B-146","OBEX",-4,7.80813008130081,4.62222226666667,6.55443371378402,0.152568481682406,"Nano-QuIC",TRUE
"N",NA,-3,2.0221843003413,0.575654,35.5833333333333,0.0281030444964871,"Nano-QuIC",TRUE
"B-121","OBEX",-4,11.1266055045872,4.1174312,8.90524781341108,0.112293337698478,"Nano-QuIC",TRUE
"1943","OBEX",-4,9.40350877192983,5.497076,6.61352657004831,0.151205259313367,"Nano-QuIC",TRUE
"Y-16","OBEX",-4,9.75787728026534,4.43781093333333,9.36273792093704,0.106806364595958,"Nano-QuIC",TRUE
"1941","OBEX",-4,9.23905723905724,4.76318746666667,4.19277108433735,0.238505747126437,"Nano-QuIC",TRUE
"1905","OBEX",-4,10.266323024055,5.57846506666667,7.31496272630458,0.136706096451319,"Nano-QuIC",TRUE
"B-146","OBEX",-4,10.4689655172414,4.44597693333333,8.24562682215744,0.121276407672589,"Nano-QuIC",TRUE
